Q8NF67	PF14915;
Q9BRP4	PF00400;
Q13415	PF00004;PF17872;PF01426;PF09079;
Q8NGK9	PF13853;
Q8WZ84	PF13853;
Q58A45	PF18101;
Q15617	PF13853;
Q15366	PF00013;
Q8NGY2	PF13853;
O00254	PF00001;
Q8N5Y8	PF18084;PF00644;
Q86YC2	PF16756;
Q9Y5F9	PF00028;PF08266;PF16492;PF15974;
Q9NRA1	PF00431;PF00341;
Q99755	PF01504;
Q9H5I5	PF15917;PF12166;
Q75T13	PF07819;
Q96DM1	PF13843;PF13842;
O60568	PF03171;
O75151	PF17811;PF02373;PF00628;
P0CG39	PF00022;PF12796;PF14915;
P63136	PF00552;PF02022;PF00075;PF00665;PF00078;PF06817;
Q8N4L2	PF09788;
Q16821	PF03370;
O43930	PF00069;
P49593	PF00481;
P51878	PF00619;
Q5EG05	PF00619;
Q13352	PF06729;
Q5JW98	PF14798;
P0CG37	PF09443;
Q9H2A9	PF03567;
Q15078	PF03261;
Q3L8U1	PF07533;PF00385;PF00271;PF00176;
Q9H6Q4	PF02906;PF02256;
P32246	PF00001;
P01732	PF07686;
P01730	PF05790;PF09191;PF00047;PF12104;
Q53SF7	PF09469;
Q7Z7G1	PF00017;
Q9BT09	PF11938;
Q14031	PF01413;PF01391;
P34972	PF00001;
Q01955	PF01413;PF01391;
Q9H4W6	PF16422;PF16423;PF01833;
Q96AJ1	PF10234;
A0A140G945	PF00525;PF00011;
Q5VZT2	PF17705;
P61024	PF01111;
Q8TAG9	PF04091;
Q7Z3D6	PF07286;PF14336;
Q14451	PF08947;PF00169;PF00788;PF00017;
Q92643	PF01650;
Q9UJJ9	PF13015;
Q14956	PF00801;
Q8IXQ4	PF12572;
P14770	PF13855;PF01462;
Q9HCL2	PF01553;
Q9NQ84	PF00003;
O75487	PF01153;
P02008	PF00042;
P0C1H6	PF00125;
Q9UJ83	PF02775;PF00205;PF02776;
P08631	PF07714;PF00017;PF00018;
Q9UKV0	PF12203;PF00850;
Q6UXU4	PF07803;
Q9BSH5	PF13419;
Q96HZ4	PF07527;PF00010;
Q96M11	PF15311;
P0CJ75	PF15040;
P08238	PF02518;PF00183;
Q6YN16	PF00106;PF02036;
Q6UXD1	PF15758;
Q9Y251	PF03662;
O00198	PF15196;
Q12988	PF00011;
Q8IYA8	PF15771;
Q9UHF5	PF06083;
Q9C086	PF04795;PF04438;
Q8WYH8	PF12998;
Q8NI35	PF09045;PF00595;
P0DMQ5	PF15018;
Q96FT9	PF15305;
Q13907	PF00293;
P01876	PF07654;
P05014	PF00143;
Q2M2I5	PF00038;
O94829	PF03810;PF18773;PF18786;PF18806;PF08389;
Q13797	PF01839;PF08441;
O43448	PF00248;
Q9BQ13	PF02214;
Q5JT82	PF00096;
Q14954	PF00047;
Q9Y2M5	PF07707;PF00651;PF01344;
Q9BY66	PF01388;PF02373;PF02375;PF00628;PF08429;PF02928;
Q9UGL1	PF01388;PF02373;PF02375;PF00628;PF08429;PF02928;
A0A0C4DH69	PF07686;
O15054	PF02373;
Q9UKQ9	PF00089;
Q3LI70	PF11759;
Q3LI63	PF11759;
Q03164	PF05965;PF05964;PF00628;PF00856;PF02008;
Q3LI81	PF05287;
Q96RP8	PF02214;PF00520;
Q14525	PF00038;
Q8WWG9	PF02060;
Q9NS40	PF00027;PF00520;PF13426;
Q9NYG8	PF07885;
Q9Y257	PF07885;
O00292	PF00019;PF00688;
P17658	PF02214;PF00520;
Q9UJ96	PF02214;PF00520;
Q08380	PF07707;PF00530;
Q9H6V9	PF10230;
Q6UWW0	PF00061;
Q659C4	PF05383;
Q99732	PF10601;
Q5TA78	PF14672;
Q9UN81	PF17490;PF17489;PF02994;
A8MSI8	PF05347;
Q8N1G4	PF03483;PF13855;
A6NM36	PF13855;
Q8TDW0	PF13306;PF13855;PF12534;
O95819	PF00780;PF00069;
P61968	PF00412;
Q9BXY0	PF04874;PF01778;
P20794	PF00069;
Q16819	PF01400;PF00008;PF00629;
Q8TC05	PF15501;
O14770	PF05920;PF16493;
Q9BTE3	PF09739;
Q8IZL2	PF09596;
Q9P2E8	PF12906;
Q9BUU2	PF10294;
O43513	PF05983;
Q9P086	PF10280;
O15021	PF08926;PF17820;PF00069;
Q96L34	PF02149;PF00069;PF00627;
P55082	PF00047;
Q9UNW1	PF00328;
Q16674	PF07653;
P51512	PF11857;PF00045;PF00413;PF01471;
Q9NRE1	PF00413;
Q8N3F8	PF00307;PF12130;PF00412;
Q7L1V2	PF03164;
Q6ZN04	PF00013;
P50281	PF11857;PF00045;PF00413;PF01471;
P39210	PF04117;
O15439	PF00664;PF00005;
P30304	PF06617;PF00581;
P49286	PF00001;
Q9UHE5	PF00583;
Q8N7R0	PF00046;
O60934	PF00498;PF08599;PF16508;
P41227	PF00583;
Q53H96	PF03807;PF14748;
Q53GG5	PF15936;PF00412;PF00595;
Q8N3A8	PF00644;
O15530	PF14593;PF00069;
Q07343	PF18100;PF00233;
P16499	PF01590;PF00233;
Q15645	PF00004;
Q9H074	PF02854;PF07145;
P05121	PF00079;
Q8NEB5	PF01569;
Q5SRE7	PF05721;
Q9NQM4	PF18201;
Q5UE93	PF10486;
P42336	PF00454;PF00792;PF02192;PF00794;PF00613;
Q99623	PF01145;
Q96JA3	PF08718;PF00169;
P14222	PF00168;PF01823;
P40967	PF00801;
P13727	PF00059;
Q9HCU5	PF00400;
Q86YV5	PF00069;
Q8TF05	PF02985;PF15017;
Q8WY54	PF00481;
Q2L4Q9	PF00089;
A1L453	PF00089;
P22891	PF00008;PF00594;PF00089;
P20618	PF00227;
P55036	PF02809;PF13519;
Q16647	PF00067;
Q16827	PF00041;PF00102;
Q8N4Q0	PF08240;PF00107;
P27708	PF01979;PF02786;PF02787;PF00988;PF00117;PF02142;PF00185;PF02729;
Q9Y6J0	PF09047;
Q9NZZ3	PF03357;
Q5SYC1	PF00650;PF03765;
P32321	PF00383;
P51659	PF00106;PF13452;PF01575;PF02036;
O75953	PF00226;PF01556;
O60832	PF08068;PF01472;PF16198;PF01509;
Q14183	PF00168;
Q9H816	PF07522;
P28845	PF00106;
Q9P1A6	PF03359;
Q9NSV4	PF06345;PF06367;PF06371;PF02181;
P24534	PF10587;PF00736;
P00533	PF00757;PF14843;PF07714;PF01030;
P55199	PF10390;PF07303;
Q9H9B1	PF12796;PF05033;PF00856;
A6NDY0	PF00076;
Q9H2F5	PF06752;PF10513;
Q8WYP5	PF13934;PF16687;
Q96AZ1	PF10294;
A4GXA9	PF02732;
Q96RT1	PF13855;PF00595;
P0C7U0	PF13855;
Q13216	PF00400;
P50549	PF00178;PF04621;
Q8IVS2	PF00698;
Q96MK3	PF06702;
Q9NYF5	PF00620;
Q16394	PF03016;PF09258;
Q8N9W8	PF12480;
O95571	PF00753;
Q8IXR5	PF14816;
Q8N539	PF00147;
Q92731	PF12497;PF00104;PF00105;
P62508	PF00104;PF00105;
Q6P1L5	PF15388;
O95466	PF06367;PF06371;PF02181;
Q12946	PF00250;
Q9UPW0	PF00250;
P35555	PF12662;PF07645;PF18193;PF00683;
Q0JRZ9	PF00611;PF10291;
O94868	PF00611;PF00018;PF14604;
Q96RD9	PF13895;
Q8TB52	PF15966;PF15965;
Q9UJT9	PF12937;PF13516;
P25090	PF00001;
Q96CN9	PF01465;
Q9H0R6	PF01425;
Q14C86	PF18151;PF00616;PF02204;
Q06547	PF12796;
P78334	PF02931;PF02932;
Q3B7J2	PF01408;
P04150	PF02155;PF00104;PF00105;
Q8NBF1	PF00096;
Q86VQ1	PF15388;
P12544	PF00089;
Q96GX5	PF00069;
Q9P035	PF04387;
Q6B0K9	PF00042;
Q68CP4	PF07786;
Q9Y2N7	PF11413;PF00989;PF08447;
S4R3Y5	PF15040;
Q05925	PF10525;PF00046;
Q9Y278	PF00685;
Q969F9	PF14763;PF14762;PF14761;
Q8IWW8	PF00465;
Q16082	PF00011;
P04792	PF00011;
Q9BUP3	PF13460;
P01583	PF00340;PF02394;
Q14116	PF00340;
Q86SU0	PF05624;
Q9Y624	PF07686;
P05231	PF00489;
B3KU38	PF15157;PF10148;
Q9NWZ3	PF07714;
Q2M1V0	PF00046;
Q14807	PF00225;
Q53GT1	PF07707;PF00651;PF01344;
Q6TFL4	PF07707;PF00651;PF01344;
A0A075B6S9	PF07686;
Q9Y4X4	PF00096;
Q9NR82	PF00520;PF03520;
Q8N239	PF07707;PF00651;PF01344;
P41229	PF01388;PF02373;PF02375;PF00628;PF08429;PF02928;
P78385	PF00038;PF16208;
Q8N5S9	PF00069;
Q3MIV0	PF11759;
Q5SVS4	PF00153;
Q8IUC1	PF05287;
O76009	PF00038;
Q9NRX6	PF06842;
Q96EK9	PF08433;
Q9BYR3	PF13885;
Q9NVR5	PF08190;PF18201;
Q9BYR9	PF01500;PF13885;
Q9BYR8	PF04579;
Q9NPA1	PF03185;
Q04760	PF00903;
Q52LA3	PF10044;
Q96B70	PF10469;PF04457;
P23490	PF15847;
Q32MZ4	PF09738;
Q93052	PF00412;
Q8N6F8	PF13649;
Q96G25	PF10232;
Q9ULH4	PF00041;PF07679;PF13855;
Q96GV9	PF15435;
Q9NVC6	PF10156;
A0JLT2	PF10278;
Q5TF39	PF07690;
Q15759	PF00069;
Q99685	PF12146;
Q8NHS3	PF07690;
Q12866	PF00041;PF00047;PF13895;PF07714;
Q86VX9	PF03164;
Q8IXL7	PF01641;
Q8TE76	PF17942;PF07496;
Q96LB1	PF00001;
Q15014	PF05712;
O75352	PF04193;
Q9HCI7	PF16682;PF16685;
O95248	PF02141;PF02893;PF06602;PF00169;PF12335;PF03456;
Q2M296	PF01812;PF00076;
P56597	PF05186;PF00334;
O95167	PF14987;
O14931	PF07686;
O95178	PF14813;
P10242	PF09316;PF07988;PF00249;
O00160	PF00063;PF06017;PF14604;
Q6PIF6	PF00373;PF00612;PF00063;PF00784;PF07653;
O15259	PF00018;
P46531	PF12796;PF11936;PF00008;PF07645;PF12661;PF06816;PF07684;PF00066;
Q16236	PF03131;
Q9BX68	PF01230;
Q02575	PF00010;
Q16665	PF11413;PF08778;PF00989;PF08447;
Q9NWT6	PF13621;
Q9NZL4	PF08609;
P12268	PF00571;PF00478;
P28356	PF00046;PF04617;
Q9Y5Q6	PF00049;
P30740	PF00079;
Q9P2X3	PF05773;PF01205;
Q17R60	PF01390;
P01857	PF07654;
O75874	PF00180;
P17936	PF00219;PF00086;
Q9Y547	PF00754;
A6NMD0	PF04505;
Q01629	PF04505;
Q5T764	PF13176;PF13181;
Q9P2D0	PF12796;PF00651;PF00415;
Q05084	PF06456;PF04629;
Q96JJ6	PF02493;
P28290	PF14722;PF14723;
Q6ZRS4	PF14722;PF14723;
P31321	PF00027;PF02197;
P54819	PF05191;
P08648	PF01839;PF08441;
P48730	PF00069;
P49674	PF00069;
Q5T7N3	PF12796;PF12075;
Q9P2N7	PF07707;PF00651;PF01344;
Q5VWX1	PF00013;PF16274;PF16568;
O75037	PF00225;PF00400;
A6NMS7	PF13855;PF15779;PF14914;
A0A087WSY6	PF07686;
P01602	PF07686;
A0A0C4DH72	PF07686;
O75164	PF02373;PF02375;PF18104;
Q13601	PF17903;
A8MUX0	PF13885;
Q9UBX7	PF00089;
Q96S38	PF04212;PF00069;PF00787;
P17540	PF00217;PF02807;
Q5VTJ3	PF01344;
Q14721	PF02214;PF00520;PF03521;
P42167	PF03020;PF08198;
A6NJ08	PF14048;PF16564;
Q9Y316	PF01875;
P11226	PF01391;PF00059;
Q8TCQ1	PF12906;
Q8WVR3	PF15806;
Q93074	PF09497;PF12145;PF12144;
O60337	PF12906;
Q9NR34	PF01532;
Q71F56	PF06333;PF11597;PF18296;
Q8TD08	PF00069;
Q00266	PF02773;PF02772;PF00438;
Q96E29	PF02536;
A6NHM9	PF03712;PF01082;PF03351;
Q96DH6	PF00076;
Q9HD47	PF04603;
Q9NZW5	PF00625;PF02828;PF00595;PF07653;
P50539	PF00010;
Q9ULC0	PF07010;
Q9HCH0	PF15246;
Q8N660	PF06758;
Q9P032	PF06784;
A6PVI3	PF00076;
Q8WY41	PF05741;
Q8NG41	PF15180;
P01178	PF00220;PF00184;
Q96JN8	PF07177;
Q8NC67	PF00431;PF00057;
Q9Y221	PF03657;PF17833;
Q13423	PF01262;PF05222;PF02233;PF12769;
Q9GZQ4	PF00001;
P51957	PF00069;
Q86WB0	PF08600;PF07967;
Q15818	PF00354;
Q86UT5	PF00595;PF17820;
P10588	PF00104;PF00105;
Q9NPE3	PF04135;
Q9NQR4	PF00795;
O95502	PF00354;
P50391	PF00001;
Q9Y2X3	PF01798;PF08156;
Q8WTT2	PF03914;PF07540;
Q9UK39	PF03372;
Q86SE8	PF03066;
Q8N130	PF02690;
Q9Y266	PF04969;PF16273;PF14050;
Q9P121	PF07679;PF00047;
Q9UNZ2	PF08059;PF00789;
O96028	PF17907;PF17982;PF00505;PF00855;PF00856;
Q8NGN4	PF13853;
Q9UGF5	PF13853;
Q8NGF3	PF13853;
Q969Y0	PF06312;
Q8NGJ2	PF13853;
Q9H4D5	PF02136;PF09162;
P0C6T2	PF10215;
Q17RF5	PF15848;
Q96CV9	PF16516;PF11577;
Q9BXI2	PF00153;
Q9Y3B8	PF00929;
Q9BSG0	PF02225;
Q96P68	PF00001;
Q8N138	PF04061;
O00750	PF00168;PF00454;PF00792;PF00794;PF00613;PF00787;
O00110	PF00096;
Q13416	PF04084;
Q8NGE8	PF13853;
Q8NH16	PF13853;
A8MW92	PF12618;PF02820;PF18104;
O43929	PF13191;PF14629;
Q8NGZ4	PF13853;
Q9H4L5	PF01237;PF15409;
Q8NH00	PF13853;
Q8NH09	PF13853;
Q9BYU1	PF00046;PF03792;
P0DN26	PF00160;
Q06710	PF00292;PF12403;
Q9UHG2	PF07259;
O94913	PF04818;
Q6UXH9	PF00431;PF00008;PF00084;PF00089;
Q9Y5Y4	PF00001;
P13667	PF00085;
O14494	PF01569;
O75360	PF00046;
A2A3K4	PF00782;
P29074	PF08736;PF09380;PF00373;PF09379;PF00595;PF00102;
Q7Z6M1	PF01344;PF07646;
Q92930	PF00071;
Q02127	PF01180;
P07949	PF00028;PF07714;PF17756;PF17812;PF17813;
Q9NTZ6	PF00076;
O75570	PF03462;PF00472;
Q15293	PF13202;PF13499;
O75677	PF13765;PF11002;PF00622;
P40937	PF00004;PF08542;
Q02094	PF00909;
Q6WKZ4	PF00168;PF09457;
Q5UIP0	PF12231;
P35908	PF00038;PF16208;
Q3ZCT8	PF07707;PF00651;PF01344;
P04432	PF07686;
Q13555	PF08332;PF00069;
Q6JEL2	PF07707;PF00651;PF01344;
Q96CT2	PF07707;PF00651;PF01344;
Q9UIH9	PF00096;
A0A087WW87	PF07686;
Q8NHM5	PF13621;PF00646;PF17811;PF16866;PF02008;
O43240	PF00089;
Q15418	PF00069;PF00433;
Q3SYF9	PF11759;
P60369	PF13885;
O76011	PF00038;
O75676	PF00069;PF00433;
O95279	PF07885;
P48048	PF01007;PF17655;
P48547	PF02214;PF00520;
P48549	PF01007;PF17655;
O75022	PF13895;
Q8N6C8	PF13895;
Q86VQ0	PF15619;
Q8WVC0	PF04004;
P06239	PF07714;PF00017;PF00018;
P04180	PF02450;
Q5T5B0	PF14672;
Q5VXJ0	PF00561;
Q92615	PF05383;
P98164	PF12662;PF07645;PF00057;PF00058;
Q8WV07	PF09811;
Q86VH4	PF13855;
A0A075B6I0	PF07686;
P01709	PF07686;
Q6UWN0	PF00021;
Q8WZA0	PF06384;
Q8N653	PF00651;PF01344;PF07646;
Q8WV35	PF00560;PF13516;
Q96AG4	PF13855;
Q6ZN17	PF00313;PF00098;
Q9BU23	PF06762;
Q9BQD1	PF05824;
P48163	PF00390;PF03949;
Q9H6Y5	PF00595;
Q96EY5	PF10240;
Q9NXL9	PF00493;PF17855;PF17207;
Q9UDY8	PF13895;PF18703;
Q8NEM0	PF16589;PF12258;PF12738;
Q9UJA3	PF00493;PF17855;PF17207;
P29966	PF02063;
Q9UHV7	PF06333;PF11597;PF18296;
Q14703	PF00082;
Q6N075	PF05631;
Q10469	PF05060;
Q9BYG3	PF12196;PF00076;
Q8IWI9	PF16059;PF00010;PF00907;
Q8N5J2	PF04424;
Q8IYA7	PF05920;
Q96T76	PF12460;PF14500;
Q5TGZ0	PF04418;
Q8NAN2	PF10265;
Q99542	PF00045;PF00413;PF01471;
P02795	PF00131;
Q6ZSM3	PF07690;
Q7Z6M4	PF02536;
Q92887	PF00664;PF00005;
O75970	PF09045;PF16667;PF00595;
Q9UBG0	PF00040;PF00059;
Q96S97	PF01284;
Q9H4K7	PF01018;PF01926;
Q9Y2Z2	PF13932;
Q86WG5	PF02141;PF02893;PF06602;PF00169;PF12335;PF03456;
Q9HC58	PF01699;
Q9GZZ1	PF00583;
Q86XG9	PF06758;
Q58DX5	PF04389;
Q9H009	PF01849;
Q9P0J0	PF06212;
O14777	PF18077;PF03801;
Q8WY64	PF09380;PF00373;PF09379;
Q14324	PF00041;PF07679;PF18362;
Q99801	PF00046;
O00634	PF00053;PF00055;PF01759;
Q14957	PF01094;PF00060;PF10613;PF10565;
A8MQ27	PF07177;
Q8WWR8	PF13088;
Q00653	PF12796;PF00531;PF16179;PF00554;
Q16649	PF07716;PF06529;
Q6NVV3	PF05653;
Q9HC98	PF00069;
Q9H7Z3	PF08424;
P49116	PF00104;PF00105;
Q9BXD5	PF00701;
P26718	PF00059;
P03915	PF06455;PF00361;PF00662;
Q8WV22	PF07574;PF08746;
Q9H649	PF01189;
O15381	PF00004;PF17862;PF16725;
P53384	PF10609;
O60890	PF00169;PF00620;
Q9Y5P1	PF13853;
Q8NG94	PF13853;
Q8NH95	PF13853;
A6ND48	PF13853;
Q9UBU9	PF02136;PF09162;PF03943;
Q9UBM4	PF13855;
Q96BN8	PF16218;
Q14990	PF00011;
Q9UBD5	PF07034;PF18137;
Q9BZF2	PF01237;PF15409;
Q8NGT5	PF13853;
Q8WZ92	PF13853;
Q8NGF9	PF13853;
Q8NH69	PF13853;
Q8NGF8	PF13853;
Q8NGH3	PF13853;
Q9Y5B6	PF07842;
O00151	PF15936;PF00412;PF00595;
P23760	PF00046;PF00292;PF12360;
Q9BYG5	PF00564;PF00595;
Q9HC56	PF00028;PF08266;PF08374;
Q9BSM1	PF16207;
O00408	PF01590;PF13185;PF00233;
Q6P474	PF00282;
Q8N8W4	PF01734;
Q07326	PF06699;
P09619	PF07679;PF00047;PF07714;
Q00169	PF02121;
P55058	PF01273;PF02886;
Q7Z5L7	PF13306;PF13855;
B2RU33	PF12796;
Q96C90	PF05361;
Q8TAP8	PF15503;
Q5THK1	PF15386;
Q6UWB4	PF00089;
P49720	PF00227;
Q9NQX0	PF00856;PF00096;
Q9UIG4	PF15356;
O14818	PF00227;PF10584;
P79522	PF00642;
P60891	PF14572;PF13793;
P07225	PF00008;PF07645;PF00594;PF00054;PF02210;
Q8NBT0	PF00400;
Q56P42	PF02758;
Q15256	PF00102;
Q5TGL8	PF00787;
O95758	PF00076;PF11835;
Q92530	PF08577;PF11566;
Q12923	PF09380;PF00373;PF09379;PF00595;PF00102;
P05546	PF00079;
Q96QV1	PF03024;PF07995;
Q01581	PF08540;PF01154;
O14792	PF00685;
Q86XE5	PF00701;
Q03933	PF00447;PF06546;
P32754	PF00903;
Q92743	PF00219;PF07648;PF17820;
P01768	PF07686;
Q9BUJ2	PF02037;PF00622;
P31260	PF00046;
O43248	PF12045;PF00046;
Q6ZSG2	PF15265;
Q96HW7	PF12765;
Q01638	PF07679;PF01582;
P14778	PF13895;PF18452;PF01582;
Q9H0H0	PF14750;
P60842	PF00270;PF00271;
Q9NZH6	PF00340;
Q8IU54	PF15177;
P0DOX3	PF07654;PF00047;PF07686;
P24592	PF00086;
P16144	PF03160;PF07974;PF00041;PF18372;PF07965;PF00362;PF17205;
Q16270	PF07679;PF00219;PF07648;
A8MTL0	PF00612;
Q16773	PF00155;
P23677	PF03770;
O95373	PF08506;PF03810;
A0A075B6R9	PF07686;
Q9H9P8	PF01266;
Q8TD94	PF00096;
Q13886	PF00096;
Q2TAC6	PF00225;
Q8IV20	PF02578;
Q14558	PF14572;PF13793;
Q99661	PF00225;
P06732	PF00217;PF02807;
D3W0D1	PF00059;
O76013	PF00038;
Q6L8H1	PF13885;
P59991	PF05287;
A8MZ59	PF00046;
Q9BYR0	PF13885;
P57789	PF07885;
O75610	PF00019;PF00688;
P05455	PF05383;PF00076;PF08777;
Q5W064	PF04083;
Q5TA81	PF14672;
Q6JVE5	PF00061;
Q86X29	PF05624;
Q9NZR2	PF12662;PF16472;PF00008;PF07645;PF00057;PF00058;
A0A075B6I9	PF07686;
Q9NXB0	PF07162;
Q8N344	PF01448;PF00249;
Q9GZQ8	PF02991;
Q9HAP2	PF00010;
Q6UXV4	PF09769;
P40692	PF01119;PF16413;
Q9H239	PF00045;PF00413;PF01471;
Q8IVN3	PF15682;
Q49AM1	PF02536;
Q53F39	PF00149;
Q70IA6	PF03637;
Q99547	PF10175;
Q96KJ4	PF06060;
Q13163	PF00564;PF00069;
O75431	PF17171;PF10568;
Q9NXD2	PF12578;PF06602;
Q9Y4I5	PF03638;
Q8WUY8	PF00583;
Q8NFF2	PF01699;
O60721	PF01699;
Q13772	PF12489;
Q9H9S0	PF00046;
Q9UPR5	PF03160;PF01699;PF16494;
Q16718	PF04716;
P12525	PF00010;PF01056;
Q9HAN9	PF01467;
Q8NFZ4	PF00135;
P59044	PF05729;PF17776;PF17779;PF02758;
Q63ZY6	PF01189;
O60285	PF00069;
Q9H5P4	PF00595;
P16885	PF00168;PF00388;PF00387;PF00017;PF00018;
Q92696	PF01239;PF07711;
Q9NWW9	PF04970;
Q8TEM1	PF02368;
P63132	PF00552;PF02022;PF00075;PF00665;PF00078;PF06817;
P11086	PF01234;
Q9UNP9	PF00160;PF00076;
Q8NAV1	PF03371;PF12871;
O15297	PF00481;
Q8N819	PF00481;PF07830;
P62195	PF00004;PF17862;PF16450;
Q15008	PF01399;PF10602;
A0A1B0GWK0	PF13499;
Q8TBF2	PF13911;
P31930	PF00675;PF05193;
Q99638	PF04139;
P61106	PF00071;
Q8IZ41	PF13499;PF00071;
P50749	PF16517;PF00788;
O14807	PF00071;
Q96EN9	PF14966;
A6NDE4	PF08081;PF00076;
Q9BUV8	PF07019;
Q93062	PF00076;
P38159	PF08081;PF00076;
Q8N443	PF05914;
Q6A162	PF00038;
Q86T24	PF00651;
P78368	PF12605;PF00069;
Q15334	PF08366;PF00400;
O75840	PF00096;
Q9UGI6	PF02888;PF07885;PF03530;
Q92952	PF02888;PF07885;PF03530;
Q2TBA0	PF07707;PF00651;PF01344;
Q76NI1	PF16474;PF00617;PF00618;
Q15058	PF00498;PF00225;PF16183;
P17612	PF00069;
Q6ZMV9	PF00225;
Q6UVM3	PF03493;PF07885;
Q8TDN2	PF02214;PF00520;
Q6ZP29	PF04193;
P60410	PF13885;PF05287;
O14686	PF05965;PF05964;PF00628;PF00856;
Q3LI72	PF11759;
Q9BYR5	PF13885;
Q9HA64	PF03881;
Q8ND30	PF00536;PF07647;
Q9HC24	PF01027;
Q9UBR4	PF00046;PF00412;
Q3ZCW2	PF00337;
Q96PV6	PF03399;
Q8MH63	PF13520;
Q5T7P3	PF14672;
Q9HCC9	PF01363;
Q6GTX8	PF13895;
A4D1F6	PF00560;PF13855;
A0A075B6J6	PF07686;
Q9NQ48	PF15294;
Q96QH8	PF00062;
Q9Y6R4	PF00069;
Q15048	PF13516;
P58215	PF01186;PF00530;
Q96JB6	PF01186;PF00530;
P20382	PF05824;
Q53EV4	PF13516;
P53582	PF00557;PF15801;
O15553	PF13765;PF02758;PF00622;PF00643;
Q99687	PF05920;PF16493;
Q5JSS6	PF15163;
P49137	PF00069;
P33992	PF00493;PF17855;PF14551;PF17207;
A6NHS7	PF07502;
Q9Y586	PF03281;
Q13477	PF09085;
A2A368	PF01454;PF12440;
Q8NFP4	PF00629;
P33908	PF01532;
Q6ZNC8	PF03062;
O15068	PF13716;PF00169;PF00621;PF00435;
Q8N4Q1	PF06747;
Q09327	PF04724;
Q9BUB5	PF00069;
P20774	PF13855;
Q9Y4C4	PF13855;
Q9H3V2	PF04103;
P52564	PF00069;
O96033	PF02597;
Q96M43	PF06758;
P16435	PF00667;PF00258;PF00175;
Q9BTX1	PF09531;
O14974	PF12796;PF15898;
Q7Z401	PF03455;PF02141;PF03456;
Q9Y5N5	PF05175;
Q96D46	PF04981;
Q12879	PF01094;PF00060;PF10613;PF10565;
Q96T66	PF01467;
Q9H2Z4	PF00046;
Q7Z494	PF13176;
Q9C000	PF00619;PF13553;PF13516;PF05729;PF17776;PF17779;PF02758;
A8MTQ0	PF00046;
Q99466	PF00023;PF12796;PF00008;PF07645;PF12661;PF06816;PF07684;PF00066;
Q99463	PF00001;
Q92570	PF00104;PF00105;
Q8IVV8	PF05640;
Q5VXU1	PF05640;
P58401	PF02210;PF01034;
O60393	PF00046;
Q9NQ35	PF09668;
P48552	PF15687;PF15688;PF15689;PF15690;
Q96CW9	PF00053;PF00055;
P0C024	PF00293;
Q8NGF6	PF13853;
P0C869	PF00168;PF18695;PF01735;
P04054	PF00068;
Q8NGR6	PF13853;
Q9Y2J8	PF03068;PF08527;PF08526;
Q15391	PF00001;
Q8NH06	PF13853;
Q9H488	PF10250;
Q13607	PF13853;
O60422	PF02376;PF00046;
Q5XKR4	PF00046;PF03826;
Q8NGY6	PF13853;
A6NKK0	PF13853;
Q8NH87	PF13853;
A6NHN0	PF00386;PF01391;
O14581	PF13853;
Q15119	PF10436;PF02518;
P26367	PF00046;PF00292;
Q9UN75	PF00028;PF08266;PF15974;
Q9P2E7	PF00028;PF08266;PF16492;
Q8IXQ6	PF01661;
Q6TCH7	PF03006;
P55085	PF00001;
Q96RG2	PF13426;PF00069;
Q96JQ0	PF00028;
Q7Z3H0	PF12796;
Q8TEW0	PF12053;PF00595;
P35913	PF01590;PF00233;
Q63HM2	PF05041;
Q96RV3	PF05041;
Q9ULR5	PF07145;
Q9BQ51	PF08205;
Q9Y233	PF01590;PF00233;
P07205	PF00162;
Q6ZV29	PF00027;PF01734;
Q9NUQ2	PF16076;PF01553;
P23219	PF03098;PF00008;
Q6P5Z2	PF02185;PF00069;PF00433;
Q8IXK0	PF00536;
P10696	PF00245;
Q01453	PF00822;
Q9HAZ2	PF00096;
P28065	PF00227;
Q9UNM6	PF01399;
Q96QR8	PF04845;
P11217	PF00343;
Q13635	PF02460;
Q8WXF1	PF08075;PF00076;
P26374	PF00996;
Q9NS91	PF02037;
P11234	PF00071;
Q06455	PF08788;PF07531;PF01753;
Q8IVL0	PF00004;PF00307;
O75081	PF08788;PF07531;PF01753;
Q8WX94	PF05729;PF17776;PF17779;PF02758;
Q92597	PF03096;
O75380	PF10276;
Q9BU61	PF04430;
Q6IQ20	PF12706;
Q9HB07	PF03690;
P13349	PF01586;PF00010;PF12232;
Q6P582	PF12926;
Q9NX14	PF10183;
Q13952	PF00808;
Q9H2A3	PF00010;
P51513	PF00013;
O94916	PF16179;PF00554;
Q6VVB1	PF14634;
Q8N8Q9	PF05653;
Q96PU5	PF00168;PF00632;PF00397;
Q8TAT5	PF06831;PF06839;PF00641;
Q9Y2I1	PF00787;
Q7Z6K4	PF12796;
Q13823	PF01926;PF08153;
P06748	PF16276;PF03066;
Q8NC60	PF01926;
O14511	PF07679;PF02158;
P35228	PF00667;PF00258;PF00175;PF02898;
Q8NHC4	PF13853;
Q8TB37	PF10609;
Q8NGX6	PF13853;
Q8IWE2	PF05334;
Q8NGT0	PF13853;
P0C617	PF13853;
Q8NHC5	PF13853;
A6NM76	PF13853;
Q8NGS8	PF13853;
Q96CM4	PF13905;
A6NIJ9	PF13853;
Q86UD1	PF14941;
P0DN81	PF13853;
A6NHG9	PF13853;
Q53FV1	PF04061;
